Phase,PhaseIdent,X(m),Y(m),MaterialId,ElementId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_8,ULS overdig [Phase_8],0.000000,17.700000,5,2,-0.003736,-0.000638,0.003790,0.000125,-0.000141,0.000189,0.000638,-0.003736,104.517679,203.434991,-11.275451,0.000000,-2.957420,-22.916882
Phase_8,ULS overdig [Phase_8],0.000000,17.575000,5,2,-0.003468,-0.000638,0.003526,0.000144,-0.000141,0.000202,0.000638,-0.003468,129.761193,200.534745,-14.791451,0.000000,-3.819075,-23.334577
Phase_8,ULS overdig [Phase_8],0.000000,17.450000,5,2,-0.003202,-0.000638,0.003264,0.000163,-0.000141,0.000216,0.000638,-0.003202,154.648563,197.580418,-18.259516,0.000000,-3.873702,-24.335033
Phase_8,ULS overdig [Phase_8],0.000000,17.325000,5,2,-0.002937,-0.000637,0.003006,0.000183,-0.000141,0.000231,0.000637,-0.002937,179.167914,194.630910,-21.632761,0.000000,-2.301782,-23.257467
Phase_8,ULS overdig [Phase_8],0.000000,17.200000,5,2,-0.002675,-0.000637,0.002750,0.000202,-0.000141,0.000246,0.000637,-0.002675,203.309494,191.745121,-24.864300,0.000000,2.408002,-17.345344
Phase_8,ULS overdig [Phase_8],0.000000,17.200000,5,3,-0.002675,-0.000637,0.002750,0.000202,-0.000141,0.000246,0.000637,-0.002675,203.309494,191.902405,-24.720339,0.000000,2.948673,-17.345344
Phase_8,ULS overdig [Phase_8],0.000000,17.075000,5,3,-0.002415,-0.000637,0.002498,0.000221,-0.000141,0.000262,0.000637,-0.002415,227.166940,189.892950,-27.428926,0.000000,1.864529,-16.273159
Phase_8,ULS overdig [Phase_8],0.000000,16.950000,5,3,-0.002158,-0.000637,0.002250,0.000239,-0.000141,0.000278,0.000637,-0.002158,250.780290,187.829567,-30.273058,0.000000,0.625630,-16.829090
Phase_8,ULS overdig [Phase_8],0.000000,16.825000,5,3,-0.001904,-0.000637,0.002008,0.000258,-0.000141,0.000294,0.000637,-0.001904,274.133551,185.726967,-33.234083,0.000000,-0.005958,-16.900706
Phase_8,ULS overdig [Phase_8],0.000000,16.700000,5,3,-0.001654,-0.000636,0.001772,0.000277,-0.000141,0.000310,0.000636,-0.001654,297.211207,183.599860,-36.293348,0.000000,0.024620,-15.801244
Phase_8,ULS overdig [Phase_8],0.000000,16.700000,5,4,-0.001654,-0.000636,0.001772,0.000277,-0.000141,0.000310,0.000636,-0.001654,297.211207,183.618067,-36.287726,0.000000,-4.265369,-36.484128
Phase_8,ULS overdig [Phase_8],0.000000,16.575000,5,4,-0.001407,-0.000636,0.001544,0.000295,-0.000141,0.000327,0.000636,-0.001407,319.879229,179.145421,-39.750585,0.000000,-3.751266,-35.935304
Phase_8,ULS overdig [Phase_8],0.000000,16.450000,5,4,-0.001163,-0.000636,0.001326,0.000313,-0.000141,0.000343,0.000636,-0.001163,341.995707,174.634068,-43.235215,0.000000,-3.833159,-36.253632
Phase_8,ULS overdig [Phase_8],0.000000,16.325000,5,4,-0.000924,-0.000636,0.001121,0.000331,-0.000141,0.000360,0.000636,-0.000924,363.546495,170.090525,-46.746206,0.000000,-4.173083,-36.450408
Phase_8,ULS overdig [Phase_8],0.000000,16.200000,5,4,-0.000689,-0.000635,0.000937,0.000349,-0.000141,0.000376,0.000635,-0.000689,384.517512,165.521307,-50.288147,0.000000,-4.659639,-36.438595
Phase_8,ULS overdig [Phase_8],0.000000,16.200000,5,5,-0.000689,-0.000635,0.000937,0.000349,-0.000141,0.000376,0.000635,-0.000689,384.517512,165.544295,-50.311212,0.000000,-4.662817,-36.446770
Phase_8,ULS overdig [Phase_8],0.000000,16.075000,5,5,-0.000459,-0.000635,0.000783,0.000366,-0.000141,0.000393,0.000635,-0.000459,404.919808,160.975004,-53.920644,0.000000,-5.326628,-36.288719
Phase_8,ULS overdig [Phase_8],0.000000,15.950000,5,5,-0.000233,-0.000635,0.000676,0.000384,-0.000141,0.000409,0.000635,-0.000233,424.763619,156.469262,-57.654263,0.000000,-6.274116,-35.861850
Phase_8,ULS overdig [Phase_8],0.000000,15.825000,5,5,-0.000013,-0.000634,0.000634,0.000401,-0.000141,0.000425,0.000634,-0.000013,444.049374,152.040600,-61.511797,0.000000,-7.309477,-35.055304
Phase_8,ULS overdig [Phase_8],0.000000,15.700000,5,5,0.000202,-0.000634,0.000665,0.000418,-0.000141,0.000441,0.000634,0.000202,462.777833,147.702550,-65.492973,0.000000,-7.957878,-34.488611
Phase_8,ULS overdig [Phase_8],0.000000,15.700000,5,6,0.000202,-0.000634,0.000665,0.000418,-0.000141,0.000441,0.000634,0.000202,462.777833,148.487094,-65.269705,0.000000,-8.303520,-34.543870
Phase_8,ULS overdig [Phase_8],0.000000,15.575000,5,6,0.000412,-0.000633,0.000755,0.000434,-0.000141,0.000456,0.000633,0.000412,480.918843,142.430765,-69.913560,0.000000,-12.596041,-43.603106
Phase_8,ULS overdig [Phase_8],0.000000,15.450000,5,6,0.000616,-0.000633,0.000883,0.000450,-0.000141,0.000472,0.000633,0.000616,498.474480,138.226719,-74.387419,0.000000,-10.038922,-11.498759
Phase_8,ULS overdig [Phase_8],0.000000,15.325000,5,6,0.000813,-0.000632,0.001030,0.000466,-0.000141,0.000487,0.000632,0.000813,515.490880,134.199675,-78.802082,0.000000,-11.648826,-40.770773
Phase_8,ULS overdig [Phase_8],0.000000,15.200000,5,6,0.001005,-0.000632,0.001187,0.000482,-0.000141,0.000502,0.000632,0.001005,531.950186,128.674350,-83.268355,0.000000,3.053791,-824.735833
Phase_8,ULS overdig [Phase_8],0.000000,15.200000,5,7,0.001005,-0.000632,0.001187,0.000482,-0.000141,0.000502,0.000632,0.001005,531.950186,68.399017,-82.779262,0.000000,3.045926,-827.645672
Phase_8,ULS overdig [Phase_8],0.000000,15.075000,5,7,0.001190,-0.000631,0.001347,0.000497,-0.000141,0.000517,0.000631,0.001190,540.086459,62.364232,-85.383589,0.000000,1.415958,-44.947904
Phase_8,ULS overdig [Phase_8],0.000000,14.950000,5,7,0.001368,-0.000631,0.001506,0.000512,-0.000141,0.000531,0.000631,0.001368,547.616480,57.837240,-88.571102,0.000000,-6.832285,-14.658294
Phase_8,ULS overdig [Phase_8],0.000000,14.825000,5,7,0.001539,-0.000630,0.001663,0.000527,-0.000141,0.000545,0.000630,0.001539,554.538352,53.051904,-91.989387,0.000000,-2.276782,-49.081854
Phase_8,ULS overdig [Phase_8],0.000000,14.700000,5,7,0.001704,-0.000630,0.001817,0.000541,-0.000141,0.000559,0.000630,0.001704,560.782702,46.242087,-95.286028,0.000000,-5.771487,-44.236206
Phase_8,ULS overdig [Phase_8],0.000000,14.700000,5,8,0.001704,-0.000630,0.001817,0.000541,-0.000141,0.000559,0.000630,0.001704,560.782702,46.746947,-95.447069,0.000000,-3.810612,-43.179831
Phase_8,ULS overdig [Phase_8],0.000000,14.575000,5,8,0.001862,-0.000629,0.001965,0.000555,-0.000141,0.000572,0.000629,0.001862,566.315736,41.767998,-98.981348,0.000000,-5.031810,-40.826693
Phase_8,ULS overdig [Phase_8],0.000000,14.450000,5,8,0.002014,-0.000628,0.002109,0.000568,-0.000141,0.000585,0.000628,0.002014,571.215026,36.556273,-102.725351,0.000000,-6.904572,-42.260487
Phase_8,ULS overdig [Phase_8],0.000000,14.325000,5,8,0.002158,-0.000628,0.002248,0.000581,-0.000141,0.000598,0.000628,0.002158,575.445766,31.076802,-106.655329,0.000000,-8.007737,-45.111105
Phase_8,ULS overdig [Phase_8],0.000000,14.200000,5,8,0.002296,-0.000627,0.002380,0.000594,-0.000141,0.000610,0.000627,0.002296,578.971602,25.294613,-110.747534,0.000000,-7.780274,-46.797560
Phase_8,ULS overdig [Phase_8],0.000000,14.200000,5,9,0.002296,-0.000627,0.002380,0.000594,-0.000141,0.000610,0.000627,0.002296,578.971602,25.353441,-110.665374,0.000000,-8.969166,-42.595963
Phase_8,ULS overdig [Phase_8],0.000000,14.075000,5,9,0.002427,-0.000626,0.002506,0.000606,-0.000141,0.000622,0.000626,0.002427,581.796101,19.807833,-114.926622,0.000000,-10.556602,-45.272632
Phase_8,ULS overdig [Phase_8],0.000000,13.950000,5,9,0.002550,-0.000625,0.002626,0.000617,-0.000141,0.000633,0.000625,0.002550,583.913740,14.034326,-119.320464,0.000000,-11.694677,-47.125985
Phase_8,ULS overdig [Phase_8],0.000000,13.825000,5,9,0.002667,-0.000625,0.002740,0.000628,-0.000141,0.000644,0.000625,0.002667,585.296431,8.043205,-123.833810,0.000000,-12.468879,-48.754832
Phase_8,ULS overdig [Phase_8],0.000000,13.700000,5,9,0.002777,-0.000624,0.002846,0.000638,-0.000141,0.000654,0.000624,0.002777,585.916236,1.844756,-128.453571,0.000000,-13.316979,-50.231983
Phase_8,ULS overdig [Phase_8],0.000000,13.700000,5,10,0.002777,-0.000624,0.002846,0.000638,-0.000141,0.000654,0.000624,0.002777,585.916236,1.860801,-128.450721,0.000000,-13.315226,-50.170309
Phase_8,ULS overdig [Phase_8],0.000000,13.575000,5,10,0.002880,-0.000623,0.002947,0.000648,-0.000141,0.000663,0.000623,0.002880,585.751933,-4.522414,-133.127560,0.000000,-13.363298,-51.740668
Phase_8,ULS overdig [Phase_8],0.000000,13.450000,5,10,0.002976,-0.000622,0.003040,0.000658,-0.000141,0.000672,0.000622,0.002976,584.778167,-11.075818,-137.803534,0.000000,-13.327858,-53.146695
Phase_8,ULS overdig [Phase_8],0.000000,13.325000,5,10,0.003065,-0.000621,0.003127,0.000666,-0.000141,0.000681,0.000621,0.003065,582.975777,-17.786786,-142.475556,0.000000,-13.300060,-54.261961
Phase_8,ULS overdig [Phase_8],0.000000,13.200000,5,10,0.003147,-0.000620,0.003207,0.000674,-0.000141,0.000689,0.000620,0.003147,580.325813,-24.642692,-147.140540,0.000000,-13.462591,-55.220547
Phase_8,ULS overdig [Phase_8],0.000000,13.200000,5,11,0.003147,-0.000620,0.003207,0.000674,-0.000141,0.000689,0.000620,0.003147,580.325813,-24.638408,-147.119253,0.000000,-13.551400,-55.343115
Phase_8,ULS overdig [Phase_8],0.000000,13.075000,5,11,0.003222,-0.000619,0.003281,0.000682,-0.000141,0.000696,0.000619,0.003222,576.814511,-31.574033,-151.875586,0.000000,-13.597995,-55.713004
Phase_8,ULS overdig [Phase_8],0.000000,12.950000,5,11,0.003290,-0.000618,0.003348,0.000688,-0.000141,0.000702,0.000618,0.003290,572.428996,-38.575967,-156.565044,0.000000,-13.961385,-56.501090
Phase_8,ULS overdig [Phase_8],0.000000,12.825000,5,11,0.003351,-0.000617,0.003408,0.000694,-0.000141,0.000708,0.000617,0.003351,567.166938,-45.610372,-161.094500,0.000000,-11.037679,-56.232591
Phase_8,ULS overdig [Phase_8],0.000000,12.700000,5,11,0.003406,-0.000616,0.003461,0.000699,-0.000141,0.000713,0.000616,0.003406,561.027007,-52.643409,-165.370826,0.000000,-8.952223,-43.041367
Phase_8,ULS overdig [Phase_8],0.000000,12.700000,5,12,0.003406,-0.000616,0.003461,0.000699,-0.000141,0.000713,0.000616,0.003406,561.027007,-53.338482,-165.521033,0.000000,-15.768403,-93.581238
Phase_8,ULS overdig [Phase_8],0.000000,12.575000,5,12,0.003453,-0.000615,0.003508,0.000704,-0.000140,0.000718,0.000615,0.003453,553.872130,-61.269092,-169.944454,0.000000,-11.033069,-64.150691
Phase_8,ULS overdig [Phase_8],0.000000,12.450000,5,12,0.003494,-0.000614,0.003548,0.000708,-0.000140,0.000722,0.000614,0.003494,545.695116,-69.489226,-174.285029,0.000000,-10.172758,-69.527421
Phase_8,ULS overdig [Phase_8],0.000000,12.325000,5,12,0.003529,-0.000613,0.003582,0.000711,-0.000140,0.000725,0.000613,0.003529,536.496571,-77.691061,-178.556557,0.000000,-9.928203,-63.857886
Phase_8,ULS overdig [Phase_8],0.000000,12.200000,5,12,0.003557,-0.000612,0.003609,0.000713,-0.000140,0.000727,0.000612,0.003557,526.288493,-85.566777,-182.772839,0.000000,-5.124594,-26.150820
Phase_8,ULS overdig [Phase_8],0.000000,12.200000,5,13,0.003557,-0.000612,0.003609,0.000713,-0.000140,0.000727,0.000612,0.003557,526.288493,-85.084134,-182.609335,0.000000,-14.758832,-75.314361
Phase_8,ULS overdig [Phase_8],0.000000,12.062500,5,13,0.003580,-0.000610,0.003632,0.000715,-0.000140,0.000728,0.000610,0.003580,514.066659,-92.835139,-188.010963,0.000000,-15.780303,-58.643399
Phase_8,ULS overdig [Phase_8],0.000000,11.925000,5,13,0.003597,-0.000609,0.003648,0.000715,-0.000140,0.000729,0.000609,0.003597,500.729916,-101.207793,-193.579859,0.000000,-17.403893,-63.088516
Phase_8,ULS overdig [Phase_8],0.000000,11.787500,5,13,0.003605,-0.000608,0.003656,0.000714,-0.000140,0.000728,0.000608,0.003605,486.199731,-110.199390,-199.265446,0.000000,-17.477818,-67.647190
Phase_8,ULS overdig [Phase_8],0.000000,11.650000,5,13,0.003607,-0.000606,0.003658,0.000713,-0.000140,0.000726,0.000606,0.003607,470.397291,-119.807225,-205.017148,0.000000,-18.542929,-73.090379
Phase_8,ULS overdig [Phase_8],0.000000,11.650000,5,14,0.003607,-0.000606,0.003658,0.000713,-0.000140,0.000726,0.000606,0.003607,470.397291,-119.983671,-205.062252,0.000000,-18.610452,-73.090379
Phase_8,ULS overdig [Phase_8],0.000000,11.562500,5,14,0.003605,-0.000605,0.003655,0.000711,-0.000140,0.000725,0.000605,0.003605,459.631832,-126.261032,-208.810706,0.000000,-19.675910,-75.273242
Phase_8,ULS overdig [Phase_8],0.000000,11.475000,5,14,0.003599,-0.000604,0.003650,0.000709,-0.000140,0.000723,0.000604,0.003599,448.282369,-133.179117,-212.762689,0.000000,-23.854598,-83.473996
Phase_8,ULS overdig [Phase_8],0.000000,11.387500,5,14,0.003591,-0.000603,0.003642,0.000707,-0.000140,0.000720,0.000603,0.003591,436.303426,-140.669185,-216.787136,0.000000,-21.332399,-88.348548
Phase_8,ULS overdig [Phase_8],0.000000,11.300000,5,14,0.003581,-0.000602,0.003631,0.000704,-0.000140,0.000717,0.000602,0.003581,423.651155,-148.662493,-220.752980,0.000000,-3.367724,-62.911220
Phase_8,ULS overdig [Phase_8],0.000000,11.300000,5,15,0.003581,-0.000602,0.003631,0.000704,-0.000140,0.000717,0.000602,0.003581,423.651155,-147.455984,-219.975893,0.000000,9.168034,-62.911220
Phase_8,ULS overdig [Phase_8],0.000000,11.175000,5,15,0.003562,-0.000601,0.003612,0.000698,-0.000140,0.000712,0.000601,0.003562,404.671547,-156.253125,-222.933566,0.000000,-0.595253,-68.659070
Phase_8,ULS overdig [Phase_8],0.000000,11.050000,5,15,0.003537,-0.000599,0.003588,0.000692,-0.000140,0.000706,0.000599,0.003537,384.602131,-164.673605,-226.214619,0.000000,-5.255882,-67.082929
Phase_8,ULS overdig [Phase_8],0.000000,10.925000,5,15,0.003508,-0.000598,0.003559,0.000684,-0.000140,0.000699,0.000598,0.003508,363.515563,-172.567443,-229.613292,0.000000,-2.477386,-60.231890
Phase_8,ULS overdig [Phase_8],0.000000,10.800000,5,15,0.003475,-0.000596,0.003526,0.000676,-0.000140,0.000690,0.000596,0.003475,341.489877,-179.784659,-232.923827,0.000000,19.428587,-28.865892
Phase_8,ULS overdig [Phase_8],0.000000,10.800000,5,16,0.003475,-0.000596,0.003526,0.000676,-0.000140,0.000690,0.000596,0.003475,341.489877,-178.827466,-232.009071,0.000000,19.428587,-28.865892
Phase_8,ULS overdig [Phase_8],0.000000,10.675000,5,16,0.003438,-0.000595,0.003489,0.000666,-0.000139,0.000681,0.000595,0.003438,318.949118,-181.750400,-232.735180,0.000000,18.957878,-19.538211
Phase_8,ULS overdig [Phase_8],0.000000,10.550000,5,16,0.003397,-0.000593,0.003448,0.000656,-0.000139,0.000670,0.000593,0.003397,296.092090,-183.714299,-233.285789,0.000000,20.280005,-11.933706
Phase_8,ULS overdig [Phase_8],0.000000,10.425000,5,16,0.003352,-0.000592,0.003404,0.000644,-0.000139,0.000659,0.000592,0.003352,273.050222,-184.710636,-233.652346,0.000000,21.903017,-4.055539
Phase_8,ULS overdig [Phase_8],0.000000,10.300000,5,16,0.003304,-0.000590,0.003356,0.000632,-0.000139,0.000647,0.000590,0.003304,249.955205,-184.730885,-233.826302,0.000000,24.484221,3.562273
Phase_8,ULS overdig [Phase_8],0.000000,10.300000,5,17,0.003304,-0.000590,0.003356,0.000632,-0.000139,0.000647,0.000590,0.003304,249.955205,-184.742106,-233.729953,0.000000,24.484221,3.562273
Phase_8,ULS overdig [Phase_8],0.000000,10.192857,5,17,0.003261,-0.000589,0.003313,0.000621,-0.000139,0.000636,0.000589,0.003261,230.199418,-184.011726,-233.605202,0.000000,27.671851,9.973302
Phase_8,ULS overdig [Phase_8],0.000000,10.085714,5,17,0.003215,-0.000588,0.003268,0.000609,-0.000138,0.000624,0.000588,0.003215,210.547740,-182.616569,-232.977334,0.000000,31.644322,15.810363
Phase_8,ULS overdig [Phase_8],0.000000,9.978571,5,17,0.003168,-0.000586,0.003222,0.000596,-0.000138,0.000612,0.000586,0.003168,191.082999,-180.528134,-231.787175,0.000000,38.169104,22.915888
Phase_8,ULS overdig [Phase_8],0.000000,9.871429,5,17,0.003119,-0.000585,0.003174,0.000583,-0.000138,0.000599,0.000585,0.003119,171.889014,-177.717921,-229.975549,0.000000,47.935339,35.219739
Phase_8,ULS overdig [Phase_8],0.000000,9.871429,5,18,0.003119,-0.000585,0.003174,0.000583,-0.000138,0.000599,0.000585,0.003119,171.889014,-177.507981,-229.819424,0.000000,47.935339,35.219739
Phase_8,ULS overdig [Phase_8],0.000000,9.764286,5,18,0.003069,-0.000584,0.003124,0.000570,-0.000138,0.000586,0.000584,0.003069,153.090640,-173.282348,-227.247504,0.000000,48.765090,44.224252
Phase_8,ULS overdig [Phase_8],0.000000,9.657143,5,18,0.003017,-0.000583,0.003073,0.000556,-0.000138,0.000573,0.000583,0.003017,134.795669,-167.998027,-224.529080,0.000000,49.972564,55.155744
Phase_8,ULS overdig [Phase_8],0.000000,9.550000,5,18,0.002965,-0.000581,0.003021,0.000541,-0.000137,0.000559,0.000581,0.002965,117.117153,-161.749693,-221.654321,0.000000,51.683655,62.221129
Phase_8,ULS overdig [Phase_8],0.000000,9.442857,5,18,0.002911,-0.000580,0.002968,0.000527,-0.000137,0.000544,0.000580,0.002911,100.165255,-154.632018,-218.613396,0.000000,53.124177,66.799107
Phase_8,ULS overdig [Phase_8],0.000000,9.442857,5,19,0.002911,-0.000580,0.002968,0.000527,-0.000137,0.000544,0.000580,0.002911,100.165255,-154.735733,-218.614114,0.000000,53.124177,66.799107
Phase_8,ULS overdig [Phase_8],0.000000,9.335714,5,19,0.002857,-0.000579,0.002915,0.000512,-0.000137,0.000530,0.000579,0.002857,83.979599,-147.370234,-215.431501,0.000000,54.448300,71.342691
Phase_8,ULS overdig [Phase_8],0.000000,9.228571,5,19,0.002802,-0.000578,0.002861,0.000497,-0.000137,0.000515,0.000578,0.002802,68.606132,-139.448608,-212.099984,0.000000,55.866487,76.520080
Phase_8,ULS overdig [Phase_8],0.000000,9.121429,5,19,0.002747,-0.000577,0.002806,0.000482,-0.000136,0.000501,0.000577,0.002747,54.110373,-130.979988,-208.626182,0.000000,57.104575,81.554357
Phase_8,ULS overdig [Phase_8],0.000000,9.014286,5,19,0.002691,-0.000575,0.002752,0.000466,-0.000136,0.000486,0.000575,0.002691,40.557829,-121.973507,-205.016714,0.000000,57.389885,85.389259
Phase_8,ULS overdig [Phase_8],0.000000,9.014286,5,20,0.002691,-0.000575,0.002752,0.000466,-0.000136,0.000486,0.000575,0.002691,40.557829,-122.077888,-205.054690,0.000000,57.389885,85.389259
Phase_8,ULS overdig [Phase_8],0.000000,8.907143,5,20,0.002635,-0.000574,0.002697,0.000451,-0.000136,0.000471,0.000574,0.002635,27.981181,-112.737226,-201.477031,0.000000,57.342767,87.011982
Phase_8,ULS overdig [Phase_8],0.000000,8.800000,5,20,0.002579,-0.000573,0.002642,0.000435,-0.000136,0.000456,0.000573,0.002579,16.399391,-103.424789,-197.918079,0.000000,57.268256,87.000624
Phase_8,ULS overdig [Phase_8],0.000000,8.692857,5,20,0.002522,-0.000572,0.002587,0.000419,-0.000136,0.000441,0.000572,0.002522,5.811431,-94.173217,-194.390615,0.000000,56.754902,85.875681
Phase_8,ULS overdig [Phase_8],0.000000,8.585714,5,20,0.002466,-0.000571,0.002532,0.000404,-0.000135,0.000426,0.000571,0.002466,-3.784468,-85.015156,-190.907425,0.000000,55.365416,82.317628
Phase_8,ULS overdig [Phase_8],0.000000,8.585714,5,21,0.002466,-0.000571,0.002532,0.000404,-0.000135,0.000426,0.000571,0.002466,-3.784468,-85.174479,-190.977034,0.000000,55.365416,82.317628
Phase_8,ULS overdig [Phase_8],0.000000,8.478571,5,21,0.002410,-0.000570,0.002477,0.000388,-0.000135,0.000411,0.000570,0.002410,-12.429271,-76.271865,-187.520664,0.000000,56.166854,81.829192
Phase_8,ULS overdig [Phase_8],0.000000,8.371429,5,21,0.002355,-0.000569,0.002423,0.000372,-0.000135,0.000396,0.000569,0.002355,-20.137583,-67.637314,-184.093247,0.000000,55.970043,79.411674
Phase_8,ULS overdig [Phase_8],0.000000,8.264286,5,21,0.002299,-0.000568,0.002368,0.000357,-0.000135,0.000382,0.000568,0.002299,-26.936531,-59.288529,-180.705175,0.000000,55.432340,76.494327
Phase_8,ULS overdig [Phase_8],0.000000,8.157143,5,21,0.002244,-0.000567,0.002315,0.000342,-0.000135,0.000367,0.000567,0.002244,-32.853525,-51.243211,-177.366840,0.000000,54.974887,73.376503
Phase_8,ULS overdig [Phase_8],0.000000,8.157143,5,22,0.002244,-0.000567,0.002315,0.000342,-0.000135,0.000367,0.000567,0.002244,-32.853525,-51.258786,-177.364465,0.000000,54.974887,73.376503
Phase_8,ULS overdig [Phase_8],0.000000,8.050000,5,22,0.002190,-0.000566,0.002262,0.000326,-0.000134,0.000353,0.000566,0.002190,-37.929457,-43.575295,-174.081128,0.000000,54.507729,69.897619
Phase_8,ULS overdig [Phase_8],0.000000,7.942857,5,22,0.002135,-0.000565,0.002209,0.000311,-0.000134,0.000339,0.000565,0.002135,-42.204666,-36.281105,-170.839581,0.000000,54.084623,66.262078
Phase_8,ULS overdig [Phase_8],0.000000,7.835714,5,22,0.002082,-0.000564,0.002157,0.000296,-0.000134,0.000325,0.000564,0.002082,-45.719985,-29.384971,-167.641106,0.000000,53.703615,62.466448
Phase_8,ULS overdig [Phase_8],0.000000,7.728571,5,22,0.002028,-0.000563,0.002105,0.000282,-0.000134,0.000312,0.000563,0.002028,-48.516285,-22.895646,-164.486987,0.000000,53.369271,58.580963
Phase_8,ULS overdig [Phase_8],0.000000,7.728571,5,23,0.002028,-0.000563,0.002105,0.000282,-0.000134,0.000312,0.000563,0.002028,-48.516285,-22.899416,-164.483235,0.000000,53.369271,58.580963
Phase_8,ULS overdig [Phase_8],0.000000,7.621429,5,23,0.001975,-0.000562,0.002054,0.000267,-0.000134,0.000299,0.000562,0.001975,-50.640738,-16.835685,-161.360575,0.000000,53.059993,54.598337
