Phase,PhaseIdent,X(m),Y(m),MaterialId,ElementId,Ux(m),Uy(m),Utot(m),PUx(m),PUy(m),PUt(m),U1(m),U2(m),M2D(kNm/m),Q2D(kN/m),Nx2D(kN/m),Nz2D(kN/m),Tskin(kN/m),Tlat(kN/m)
Phase_7,ULS2 max propped [Phase_7],0.000000,15.200000,5,6,0.000565,-0.000528,0.000773,0.000041,-0.000037,0.000056,0.000528,0.000565,508.029815,119.562816,-85.630408,0.000000,1.098843,-850.771191
Phase_7,ULS2 max propped [Phase_7],0.000000,15.200000,5,7,0.000565,-0.000528,0.000773,0.000041,-0.000037,0.000056,0.000528,0.000565,508.029815,57.371313,-85.220832,0.000000,1.038642,-854.388086
Phase_7,ULS2 max propped [Phase_7],0.000000,15.075000,5,7,0.000735,-0.000528,0.000905,0.000042,-0.000037,0.000057,0.000528,0.000735,514.768798,51.031387,-87.881844,0.000000,1.498324,-47.438926
Phase_7,ULS2 max propped [Phase_7],0.000000,14.950000,5,7,0.000899,-0.000527,0.001042,0.000043,-0.000037,0.000057,0.000527,0.000899,520.862705,46.192460,-90.981488,0.000000,-5.307902,-17.050507
Phase_7,ULS2 max propped [Phase_7],0.000000,14.825000,5,7,0.001057,-0.000526,0.001181,0.000044,-0.000037,0.000058,0.000526,0.001057,526.307937,41.073904,-94.195284,0.000000,-0.328317,-51.913455
Phase_7,ULS2 max propped [Phase_7],0.000000,14.700000,5,7,0.001208,-0.000526,0.001318,0.000045,-0.000037,0.000059,0.000526,0.001208,531.032848,33.895096,-97.198754,0.000000,-3.686715,-46.868608
Phase_7,ULS2 max propped [Phase_7],0.000000,14.700000,5,8,0.001208,-0.000526,0.001318,0.000045,-0.000037,0.000059,0.000526,0.001208,531.032848,34.423209,-97.370858,0.000000,-2.004981,-45.446011
Phase_7,ULS2 max propped [Phase_7],0.000000,14.575000,5,8,0.001353,-0.000525,0.001452,0.000046,-0.000037,0.000059,0.000525,0.001353,535.007060,29.144447,-100.704755,0.000000,-3.284322,-43.210459
Phase_7,ULS2 max propped [Phase_7],0.000000,14.450000,5,8,0.001492,-0.000524,0.001582,0.000047,-0.000037,0.000060,0.000524,0.001492,538.309340,23.635243,-104.211952,0.000000,-4.857121,-44.662382
Phase_7,ULS2 max propped [Phase_7],0.000000,14.325000,5,8,0.001625,-0.000524,0.001707,0.000048,-0.000037,0.000060,0.000524,0.001625,540.906348,17.864573,-107.869851,0.000000,-5.695802,-47.394358
Phase_7,ULS2 max propped [Phase_7],0.000000,14.200000,5,8,0.001750,-0.000523,0.001827,0.000048,-0.000037,0.000061,0.000523,0.001750,542.763326,11.801415,-111.655852,0.000000,-5.288144,-48.403464
Phase_7,ULS2 max propped [Phase_7],0.000000,14.200000,5,9,0.001750,-0.000523,0.001827,0.000048,-0.000037,0.000061,0.000523,0.001750,542.763326,11.890055,-111.570708,0.000000,-6.533404,-44.157974
Phase_7,ULS2 max propped [Phase_7],0.000000,14.075000,5,9,0.001870,-0.000522,0.001941,0.000049,-0.000037,0.000061,0.000522,0.001870,543.892115,6.136279,-115.575908,0.000000,-8.722191,-46.879532
Phase_7,ULS2 max propped [Phase_7],0.000000,13.950000,5,9,0.001983,-0.000522,0.002050,0.000049,-0.000037,0.000062,0.000522,0.001983,544.288209,0.169787,-119.767944,0.000000,-10.314001,-48.596211
Phase_7,ULS2 max propped [Phase_7],0.000000,13.825000,5,9,0.002089,-0.000521,0.002153,0.000050,-0.000037,0.000062,0.000521,0.002089,543.926090,-6.000378,-124.132027,0.000000,-11.475243,-50.138650
Phase_7,ULS2 max propped [Phase_7],0.000000,13.700000,5,9,0.002189,-0.000520,0.002250,0.000050,-0.000037,0.000062,0.000520,0.002189,542.780338,-12.365172,-128.653368,0.000000,-12.624687,-51.618246
Phase_7,ULS2 max propped [Phase_7],0.000000,13.700000,5,10,0.002189,-0.000520,0.002250,0.000050,-0.000037,0.000062,0.000520,0.002189,542.780338,-12.353339,-128.640865,0.000000,-12.623497,-51.554658
Phase_7,ULS2 max propped [Phase_7],0.000000,13.575000,5,10,0.002282,-0.000519,0.002341,0.000050,-0.000037,0.000062,0.000519,0.002282,540.828818,-18.910154,-133.271271,0.000000,-13.169763,-53.137730
Phase_7,ULS2 max propped [Phase_7],0.000000,13.450000,5,10,0.002369,-0.000518,0.002425,0.000051,-0.000037,0.000063,0.000518,0.002369,538.045297,-25.638230,-137.946715,0.000000,-13.539704,-54.525648
Phase_7,ULS2 max propped [Phase_7],0.000000,13.325000,5,10,0.002450,-0.000517,0.002504,0.000051,-0.000037,0.000063,0.000517,0.002450,534.411075,-32.527312,-142.660377,0.000000,-13.781328,-55.714106
Phase_7,ULS2 max propped [Phase_7],0.000000,13.200000,5,10,0.002524,-0.000516,0.002576,0.000051,-0.000037,0.000063,0.000516,0.002524,529.907561,-39.567145,-147.405439,0.000000,-13.986862,-56.732420
Phase_7,ULS2 max propped [Phase_7],0.000000,13.200000,5,11,0.002524,-0.000516,0.002576,0.000051,-0.000037,0.000063,0.000516,0.002524,529.907561,-39.557834,-147.374738,0.000000,-14.076548,-56.857504
Phase_7,ULS2 max propped [Phase_7],0.000000,13.075000,5,11,0.002591,-0.000515,0.002642,0.000051,-0.000037,0.000063,0.000515,0.002591,524.519585,-46.685206,-152.192442,0.000000,-14.093511,-57.108750
Phase_7,ULS2 max propped [Phase_7],0.000000,12.950000,5,11,0.002653,-0.000514,0.002702,0.000051,-0.000037,0.000063,0.000514,0.002653,518.234132,-53.848470,-156.940940,0.000000,-14.344641,-57.765609
Phase_7,ULS2 max propped [Phase_7],0.000000,12.825000,5,11,0.002708,-0.000513,0.002756,0.000051,-0.000037,0.000063,0.000513,0.002708,511.054732,-61.002709,-161.536125,0.000000,-11.640248,-56.964346
Phase_7,ULS2 max propped [Phase_7],0.000000,12.700000,5,11,0.002757,-0.000512,0.002804,0.000051,-0.000037,0.000063,0.000512,0.002757,502.986334,-68.103008,-165.893893,0.000000,-9.412876,-43.210886
Phase_7,ULS2 max propped [Phase_7],0.000000,12.700000,5,12,0.002757,-0.000512,0.002804,0.000051,-0.000037,0.000063,0.000512,0.002757,502.986334,-68.697992,-166.026435,0.000000,-16.869063,-93.974240
Phase_7,ULS2 max propped [Phase_7],0.000000,12.575000,5,12,0.002800,-0.000511,0.002846,0.000051,-0.000037,0.000063,0.000511,0.002800,493.891703,-76.944026,-170.619136,0.000000,-12.413603,-66.383318
Phase_7,ULS2 max propped [Phase_7],0.000000,12.450000,5,12,0.002837,-0.000510,0.002883,0.000051,-0.000037,0.000062,0.000510,0.002837,483.738413,-85.412051,-175.153536,0.000000,-12.235149,-71.359649
Phase_7,ULS2 max propped [Phase_7],0.000000,12.325000,5,12,0.002868,-0.000509,0.002913,0.000050,-0.000036,0.000062,0.000509,0.002868,472.537907,-93.780381,-179.596009,0.000000,-10.942613,-64.788034
Phase_7,ULS2 max propped [Phase_7],0.000000,12.200000,5,12,0.002894,-0.000508,0.002938,0.000050,-0.000036,0.000062,0.000508,0.002894,460.313536,-101.727332,-183.912929,0.000000,-4.804584,-26.721081
Phase_7,ULS2 max propped [Phase_7],0.000000,12.200000,5,13,0.002894,-0.000508,0.002938,0.000050,-0.000036,0.000062,0.000508,0.002894,460.313536,-101.237861,-183.895497,0.000000,-13.837203,-76.956713
Phase_7,ULS2 max propped [Phase_7],0.000000,12.062500,5,13,0.002916,-0.000506,0.002959,0.000050,-0.000036,0.000062,0.000506,0.002916,445.853010,-109.239554,-188.695385,0.000000,-12.100445,-60.138852
Phase_7,ULS2 max propped [Phase_7],0.000000,11.925000,5,13,0.002931,-0.000505,0.002974,0.000049,-0.000036,0.000061,0.000505,0.002931,430.247569,-117.777236,-193.879535,0.000000,-15.926539,-64.071159
Phase_7,ULS2 max propped [Phase_7],0.000000,11.787500,5,13,0.002940,-0.000504,0.002983,0.000049,-0.000036,0.000061,0.000504,0.002940,413.432903,-126.836265,-199.331004,0.000000,-15.989137,-67.722908
Phase_7,ULS2 max propped [Phase_7],0.000000,11.650000,5,13,0.002943,-0.000502,0.002985,0.000048,-0.000036,0.000060,0.000502,0.002943,395.344921,-136.402000,-204.932848,0.000000,-13.125582,-73.641861
Phase_7,ULS2 max propped [Phase_7],0.000000,11.650000,5,14,0.002943,-0.000502,0.002985,0.000048,-0.000036,0.000060,0.000502,0.002943,395.344921,-136.477688,-204.778896,0.000000,-13.193105,-73.641861
Phase_7,ULS2 max propped [Phase_7],0.000000,11.562500,5,14,0.002941,-0.000501,0.002984,0.000048,-0.000036,0.000060,0.000501,0.002941,383.125117,-142.912669,-207.941127,0.000000,-11.697289,-72.493220
Phase_7,ULS2 max propped [Phase_7],0.000000,11.475000,5,14,0.002938,-0.000500,0.002980,0.000048,-0.000036,0.000060,0.000500,0.002938,370.337343,-149.234525,-211.089469,0.000000,-13.638327,-73.930817
Phase_7,ULS2 max propped [Phase_7],0.000000,11.387500,5,14,0.002932,-0.000499,0.002974,0.000047,-0.000036,0.000060,0.000499,0.002932,357.011979,-155.249691,-214.077174,0.000000,-8.025182,-65.482401
Phase_7,ULS2 max propped [Phase_7],0.000000,11.300000,5,14,0.002924,-0.000498,0.002966,0.000047,-0.000036,0.000059,0.000498,0.002924,343.184389,-160.764601,-216.757494,0.000000,17.252813,-20.750386
Phase_7,ULS2 max propped [Phase_7],0.000000,11.300000,5,15,0.002924,-0.000498,0.002966,0.000047,-0.000036,0.000059,0.000498,0.002924,343.184389,-159.733937,-215.874316,0.000000,29.788571,-20.750386
Phase_7,ULS2 max propped [Phase_7],0.000000,11.175000,5,15,0.002910,-0.000497,0.002952,0.000046,-0.000036,0.000059,0.000497,0.002910,323.087992,-161.709315,-215.932304,0.000000,24.627310,-12.148304
Phase_7,ULS2 max propped [Phase_7],0.000000,11.050000,5,15,0.002891,-0.000496,0.002933,0.000046,-0.000036,0.000058,0.000496,0.002891,302.797215,-162.735592,-215.758835,0.000000,25.717904,-3.603990
Phase_7,ULS2 max propped [Phase_7],0.000000,10.925000,5,15,0.002869,-0.000494,0.002911,0.000045,-0.000036,0.000058,0.000494,0.002869,282.430398,-162.904449,-215.280305,0.000000,29.508817,1.571918
Phase_7,ULS2 max propped [Phase_7],0.000000,10.800000,5,15,0.002844,-0.000493,0.002886,0.000044,-0.000036,0.000057,0.000493,0.002844,262.102361,-162.307565,-214.423111,0.000000,33.344527,4.618942
Phase_7,ULS2 max propped [Phase_7],0.000000,10.800000,5,16,0.002844,-0.000493,0.002886,0.000044,-0.000036,0.000057,0.000493,0.002844,262.102361,-162.503840,-214.383517,0.000000,33.344527,4.618942
Phase_7,ULS2 max propped [Phase_7],0.000000,10.675000,5,16,0.002815,-0.000491,0.002858,0.000044,-0.000036,0.000057,0.000491,0.002815,241.860723,-161.294418,-213.097444,0.000000,35.392232,12.936122
Phase_7,ULS2 max propped [Phase_7],0.000000,10.550000,5,16,0.002784,-0.000490,0.002827,0.000043,-0.000036,0.000056,0.000490,0.002784,221.813433,-159.259850,-211.547932,0.000000,37.519752,19.804464
Phase_7,ULS2 max propped [Phase_7],0.000000,10.425000,5,16,0.002750,-0.000489,0.002793,0.000043,-0.000036,0.000056,0.000489,0.002750,202.069716,-156.429090,-209.739010,0.000000,39.543242,25.676577
Phase_7,ULS2 max propped [Phase_7],0.000000,10.300000,5,16,0.002714,-0.000487,0.002757,0.000042,-0.000036,0.000055,0.000487,0.002714,182.737798,-152.831092,-207.674707,0.000000,41.887946,30.972529
Phase_7,ULS2 max propped [Phase_7],0.000000,10.300000,5,17,0.002714,-0.000487,0.002757,0.000042,-0.000036,0.000055,0.000487,0.002714,182.737798,-152.863693,-207.665638,0.000000,41.887946,30.972529
Phase_7,ULS2 max propped [Phase_7],0.000000,10.192857,5,17,0.002681,-0.000486,0.002725,0.000041,-0.000036,0.000055,0.000486,0.002681,166.548893,-149.323219,-205.644034,0.000000,43.884832,35.203290
Phase_7,ULS2 max propped [Phase_7],0.000000,10.085714,5,17,0.002647,-0.000485,0.002691,0.000041,-0.000036,0.000054,0.000485,0.002647,150.756410,-145.325143,-203.416925,0.000000,45.772561,39.318185
Phase_7,ULS2 max propped [Phase_7],0.000000,9.978571,5,17,0.002612,-0.000484,0.002656,0.000040,-0.000036,0.000054,0.000484,0.002612,135.417204,-140.861726,-200.984686,0.000000,47.714335,43.890608
Phase_7,ULS2 max propped [Phase_7],0.000000,9.871429,5,17,0.002575,-0.000483,0.002620,0.000039,-0.000036,0.000053,0.000483,0.002575,120.588531,-135.925227,-198.347693,0.000000,49.626100,49.272659
Phase_7,ULS2 max propped [Phase_7],0.000000,9.871429,5,18,0.002575,-0.000483,0.002620,0.000039,-0.000036,0.000053,0.000483,0.002575,120.588531,-135.959037,-198.367305,0.000000,49.626100,49.272659
Phase_7,ULS2 max propped [Phase_7],0.000000,9.764286,5,18,0.002538,-0.000482,0.002583,0.000039,-0.000035,0.000053,0.000482,0.002538,106.325195,-130.277473,-195.540661,0.000000,50.653058,54.730161
Phase_7,ULS2 max propped [Phase_7],0.000000,9.657143,5,18,0.002500,-0.000481,0.002545,0.000038,-0.000035,0.000052,0.000481,0.002500,92.686100,-124.214400,-192.667614,0.000000,51.077649,58.823163
Phase_7,ULS2 max propped [Phase_7],0.000000,9.550000,5,18,0.002461,-0.000479,0.002507,0.000037,-0.000035,0.000052,0.000479,0.002461,79.713429,-117.821946,-189.751083,0.000000,51.464864,60.879265
Phase_7,ULS2 max propped [Phase_7],0.000000,9.442857,5,18,0.002421,-0.000478,0.002468,0.000037,-0.000035,0.000051,0.000478,0.002421,67.447884,-111.152240,-186.793984,0.000000,51.995762,61.849489
Phase_7,ULS2 max propped [Phase_7],0.000000,9.442857,5,19,0.002421,-0.000478,0.002468,0.000037,-0.000035,0.000051,0.000478,0.002421,67.447884,-111.158075,-186.790259,0.000000,51.995762,61.849489
Phase_7,ULS2 max propped [Phase_7],0.000000,9.335714,5,19,0.002381,-0.000477,0.002428,0.000036,-0.000035,0.000051,0.000477,0.002381,55.892406,-104.540629,-183.757417,0.000000,52.678352,63.252097
Phase_7,ULS2 max propped [Phase_7],0.000000,9.228571,5,19,0.002341,-0.000476,0.002389,0.000036,-0.000035,0.000050,0.000476,0.002341,45.057778,-97.608994,-180.653809,0.000000,53.417680,66.034669
Phase_7,ULS2 max propped [Phase_7],0.000000,9.121429,5,19,0.002300,-0.000475,0.002348,0.000035,-0.000035,0.000050,0.000475,0.002300,34.982703,-90.359544,-177.489929,0.000000,53.803556,69.185294
Phase_7,ULS2 max propped [Phase_7],0.000000,9.014286,5,19,0.002259,-0.000474,0.002308,0.000034,-0.000035,0.000049,0.000474,0.002259,25.706251,-82.788653,-174.276270,0.000000,53.095633,69.880213
Phase_7,ULS2 max propped [Phase_7],0.000000,9.014286,5,20,0.002259,-0.000474,0.002308,0.000034,-0.000035,0.000049,0.000474,0.002259,25.706251,-82.890143,-174.313945,0.000000,53.095633,69.880213
Phase_7,ULS2 max propped [Phase_7],0.000000,8.907143,5,20,0.002218,-0.000473,0.002268,0.000034,-0.000035,0.000049,0.000473,0.002218,17.228709,-75.422495,-171.239564,0.000000,52.465912,68.748183
Phase_7,ULS2 max propped [Phase_7],0.000000,8.800000,5,20,0.002177,-0.000472,0.002227,0.000033,-0.000035,0.000048,0.000472,0.002177,9.537495,-68.155566,-168.226941,0.000000,51.845303,66.972695
Phase_7,ULS2 max propped [Phase_7],0.000000,8.692857,5,20,0.002135,-0.000472,0.002187,0.000032,-0.000035,0.000048,0.000472,0.002135,2.612793,-61.106504,-165.276138,0.000000,51.311818,64.680885
Phase_7,ULS2 max propped [Phase_7],0.000000,8.585714,5,20,0.002094,-0.000471,0.002147,0.000032,-0.000035,0.000047,0.000471,0.002094,-3.565517,-54.292458,-162.387216,0.000000,50.909505,62.137972
Phase_7,ULS2 max propped [Phase_7],0.000000,8.585714,5,21,0.002094,-0.000471,0.002147,0.000032,-0.000035,0.000047,0.000471,0.002094,-3.565517,-54.309578,-162.378452,0.000000,50.909505,62.137972
Phase_7,ULS2 max propped [Phase_7],0.000000,8.478571,5,21,0.002053,-0.000470,0.002106,0.000031,-0.000035,0.000047,0.000470,0.002053,-9.031447,-47.793990,-159.524885,0.000000,50.548352,59.353971
Phase_7,ULS2 max propped [Phase_7],0.000000,8.371429,5,21,0.002013,-0.000469,0.002067,0.000030,-0.000035,0.000046,0.000469,0.002013,-13.817987,-41.591314,-156.701761,0.000000,50.238337,56.427821
Phase_7,ULS2 max propped [Phase_7],0.000000,8.264286,5,21,0.001972,-0.000468,0.002027,0.000030,-0.000035,0.000046,0.000468,0.001972,-17.957355,-35.708679,-153.910443,0.000000,49.954571,53.379207
Phase_7,ULS2 max propped [Phase_7],0.000000,8.157143,5,21,0.001932,-0.000467,0.001987,0.000029,-0.000035,0.000045,0.000467,0.001932,-21.481794,-30.153217,-151.152295,0.000000,49.690345,50.274475
Phase_7,ULS2 max propped [Phase_7],0.000000,8.157143,5,22,0.001932,-0.000467,0.001987,0.000029,-0.000035,0.000045,0.000467,0.001932,-21.481794,-30.154703,-151.148632,0.000000,49.690345,50.274475
Phase_7,ULS2 max propped [Phase_7],0.000000,8.050000,5,22,0.001892,-0.000466,0.001948,0.000028,-0.000035,0.000045,0.000466,0.001892,-24.429588,-24.937607,-148.420496,0.000000,49.406697,47.128310
Phase_7,ULS2 max propped [Phase_7],0.000000,7.942857,5,22,0.001852,-0.000465,0.001909,0.000028,-0.000035,0.000044,0.000465,0.001852,-26.837375,-20.056854,-145.716645,0.000000,49.151970,43.962293
Phase_7,ULS2 max propped [Phase_7],0.000000,7.835714,5,22,0.001812,-0.000465,0.001871,0.000027,-0.000035,0.000044,0.000465,0.001812,-28.740617,-15.516145,-143.038116,0.000000,48.933984,40.780147
Phase_7,ULS2 max propped [Phase_7],0.000000,7.728571,5,22,0.001773,-0.000464,0.001833,0.000026,-0.000035,0.000044,0.000464,0.001773,-30.174731,-11.319178,-140.385943,0.000000,48.760239,37.602054
Phase_7,ULS2 max propped [Phase_7],0.000000,7.728571,5,23,0.001773,-0.000464,0.001833,0.000026,-0.000035,0.000044,0.000464,0.001773,-30.174731,-11.316396,-140.382550,0.000000,48.760239,37.602054
Phase_7,ULS2 max propped [Phase_7],0.000000,7.621429,5,23,0.001734,-0.000463,0.001795,0.000026,-0.000035,0.000043,0.000463,0.001734,-31.177526,-7.462020,-137.744511,0.000000,48.619285,34.405099
Phase_7,ULS2 max propped [Phase_7],0.000000,7.514286,5,23,0.001696,-0.000462,0.001757,0.000025,-0.000035,0.000043,0.000462,0.001696,-31.785667,-3.945471,-135.119256,0.000000,48.472965,31.207323
Phase_7,ULS2 max propped [Phase_7],0.000000,7.407143,5,23,0.001657,-0.000462,0.001720,0.000024,-0.000035,0.000042,0.000462,0.001657,-32.035256,-0.767246,-132.507819,0.000000,48.361329,28.089044
Phase_7,ULS2 max propped [Phase_7],0.000000,7.300000,5,23,0.001619,-0.000461,0.001684,0.000024,-0.000035,0.000042,0.000461,0.001619,-31.962298,2.072160,-129.911233,0.000000,48.289651,25.080749
Phase_7,ULS2 max propped [Phase_7],0.000000,7.300000,5,24,0.001619,-0.000461,0.001684,0.000024,-0.000035,0.000042,0.000461,0.001619,-31.962298,2.083323,-129.908381,0.000000,48.289651,25.080749
Phase_7,ULS2 max propped [Phase_7],0.000000,7.192857,5,24,0.001582,-0.000460,0.001647,0.000023,-0.000034,0.000042,0.000460,0.001582,-31.601474,4.604707,-127.326576,0.000000,48.028192,22.167111
Phase_7,ULS2 max propped [Phase_7],0.000000,7.085714,5,24,0.001544,-0.000459,0.001611,0.000022,-0.000034,0.000041,0.000459,0.001544,-30.986035,6.831336,-124.771333,0.000000,47.766412,19.354417
Phase_7,ULS2 max propped [Phase_7],0.000000,6.978571,5,24,0.001507,-0.000459,0.001576,0.000022,-0.000034,0.000041,0.000459,0.001507,-30.147710,8.765715,-122.244684,0.000000,47.494384,16.711185
Phase_7,ULS2 max propped [Phase_7],0.000000,6.871429,5,24,0.001471,-0.000458,0.001540,0.000021,-0.000034,0.000040,0.000458,0.001471,-29.118072,10.410349,-119.748660,0.000000,47.230623,14.234129
Phase_7,ULS2 max propped [Phase_7],0.000000,6.871429,5,25,0.001471,-0.000458,0.001540,0.000021,-0.000034,0.000040,0.000458,0.001471,-29.118072,10.425418,-119.746092,0.000000,47.230623,14.234129
Phase_7,ULS2 max propped [Phase_7],0.000000,6.764286,5,25,0.001434,-0.000457,0.001505,0.000021,-0.000034,0.000040,0.000457,0.001434,-27.924887,11.814644,-117.277836,0.000000,47.006860,11.917659
Phase_7,ULS2 max propped [Phase_7],0.000000,6.657143,5,25,0.001398,-0.000457,0.001471,0.000020,-0.000034,0.000040,0.000457,0.001398,-26.594421,12.977519,-114.828012,0.000000,46.817292,9.754462
Phase_7,ULS2 max propped [Phase_7],0.000000,6.550000,5,25,0.001362,-0.000456,0.001436,0.000019,-0.000034,0.000039,0.000456,0.001362,-25.151324,13.916921,-112.398220,0.000000,46.632904,7.745720
Phase_7,ULS2 max propped [Phase_7],0.000000,6.442857,5,25,0.001326,-0.000456,0.001402,0.000019,-0.000034,0.000039,0.000456,0.001326,-23.620119,14.635730,-109.990057,0.000000,46.405078,5.873445
Phase_7,ULS2 max propped [Phase_7],0.000000,6.442857,5,26,0.001326,-0.000456,0.001402,0.000019,-0.000034,0.000039,0.000456,0.001326,-23.620119,14.649531,-109.992855,0.000000,46.405078,5.873445
Phase_7,ULS2 max propped [Phase_7],0.000000,6.335714,5,26,0.001291,-0.000455,0.001368,0.000018,-0.000034,0.000039,0.000455,0.001291,-22.021533,15.168588,-107.595540,0.000000,46.393501,4.035495
Phase_7,ULS2 max propped [Phase_7],0.000000,6.228571,5,26,0.001255,-0.000454,0.001335,0.000017,-0.000034,0.000038,0.000454,0.001255,-20.375913,15.513702,-105.205910,0.000000,46.313560,2.395099
Phase_7,ULS2 max propped [Phase_7],0.000000,6.121429,5,26,0.001220,-0.000454,0.001302,0.000017,-0.000034,0.000038,0.000454,0.001220,-18.702571,15.685945,-102.826269,0.000000,46.207015,0.808216
Phase_7,ULS2 max propped [Phase_7],0.000000,6.014286,5,26,0.001185,-0.000453,0.001269,0.000016,-0.000034,0.000038,0.000453,0.001185,-17.020775,15.686388,-100.458922,0.000000,46.144872,-0.612095
Phase_7,ULS2 max propped [Phase_7],0.000000,6.014286,5,27,0.001185,-0.000453,0.001269,0.000016,-0.000034,0.000038,0.000453,0.001185,-17.020775,15.697204,-100.457480,0.000000,46.144872,-0.612095
Phase_7,ULS2 max propped [Phase_7],0.000000,5.907143,5,27,0.001150,-0.000453,0.001236,0.000015,-0.000034,0.000037,0.000453,0.001150,-15.346072,15.547412,-98.088620,0.000000,46.173592,-2.043499
Phase_7,ULS2 max propped [Phase_7],0.000000,5.800000,5,27,0.001116,-0.000452,0.001204,0.000015,-0.000034,0.000037,0.000452,0.001116,-13.694186,15.258403,-95.717857,0.000000,46.176827,-3.371066
Phase_7,ULS2 max propped [Phase_7],0.000000,5.692857,5,27,0.001081,-0.000452,0.001171,0.000014,-0.000034,0.000037,0.000452,0.001081,-12.080529,14.832964,-93.346952,0.000000,46.176234,-4.590472
Phase_7,ULS2 max propped [Phase_7],0.000000,5.585714,5,27,0.001046,-0.000451,0.001140,0.000013,-0.000034,0.000037,0.000451,0.001046,-10.520434,14.273881,-90.977667,0.000000,46.166762,-5.773739
Phase_7,ULS2 max propped [Phase_7],0.000000,5.585714,5,28,0.001046,-0.000451,0.001140,0.000013,-0.000034,0.000037,0.000451,0.001046,-10.520434,14.280718,-90.977590,0.000000,46.166762,-5.773739
Phase_7,ULS2 max propped [Phase_7],0.000000,5.478571,5,28,0.001012,-0.000451,0.001108,0.000013,-0.000034,0.000036,0.000451,0.001012,-9.026500,13.593778,-88.608275,0.000000,46.165051,-6.912562
Phase_7,ULS2 max propped [Phase_7],0.000000,5.371429,5,28,0.000978,-0.000450,0.001076,0.000012,-0.000034,0.000036,0.000450,0.000978,-7.611392,12.798698,-86.239851,0.000000,46.140480,-7.945996
Phase_7,ULS2 max propped [Phase_7],0.000000,5.264286,5,28,0.000943,-0.000450,0.001045,0.000011,-0.000034,0.000036,0.000450,0.000943,-6.287038,11.898544,-83.873932,0.000000,46.118290,-8.874171
Phase_7,ULS2 max propped [Phase_7],0.000000,5.157143,5,28,0.000909,-0.000449,0.001014,0.000011,-0.000034,0.000036,0.000449,0.000909,-5.065295,10.896379,-81.512132,0.000000,46.176641,-9.887913
Phase_7,ULS2 max propped [Phase_7],0.000000,5.157143,5,29,0.000909,-0.000449,0.001014,0.000011,-0.000034,0.000036,0.000449,0.000909,-5.065295,10.889665,-81.502901,0.000000,46.176641,-9.887913
Phase_7,ULS2 max propped [Phase_7],0.000000,5.050000,5,29,0.000875,-0.000449,0.000983,0.000010,-0.000034,0.000035,0.000449,0.000875,-3.956080,9.807586,-79.155998,0.000000,45.921262,-10.459433
Phase_7,ULS2 max propped [Phase_7],0.000000,4.942857,5,29,0.000841,-0.000448,0.000953,0.000010,-0.000034,0.000035,0.000448,0.000841,-2.966435,8.649185,-76.817883,0.000000,45.807880,-11.146558
Phase_7,ULS2 max propped [Phase_7],0.000000,4.835714,5,29,0.000806,-0.000448,0.000922,0.000009,-0.000034,0.000035,0.000448,0.000806,-2.105000,7.413856,-74.488869,0.000000,45.751357,-11.895574
Phase_7,ULS2 max propped [Phase_7],0.000000,4.728571,5,29,0.000772,-0.000447,0.000893,0.000008,-0.000034,0.000035,0.000447,0.000772,-1.380478,6.100994,-72.169269,0.000000,45.624499,-12.618630
Phase_7,ULS2 max propped [Phase_7],0.000000,4.728571,5,30,0.000772,-0.000447,0.000893,0.000008,-0.000034,0.000035,0.000447,0.000772,-1.380478,6.095747,-72.324751,0.000000,45.624499,-12.618630
Phase_7,ULS2 max propped [Phase_7],0.000000,4.621429,5,30,0.000738,-0.000447,0.000863,0.000008,-0.000034,0.000035,0.000447,0.000738,-0.800446,4.722613,-69.793656,0.000000,44.945903,-13.178156
Phase_7,ULS2 max propped [Phase_7],0.000000,4.514286,5,30,0.000704,-0.000447,0.000834,0.000007,-0.000034,0.000034,0.000447,0.000704,-0.371141,3.275461,-67.793354,0.000000,41.708231,-13.756553
Phase_7,ULS2 max propped [Phase_7],0.000000,4.407143,5,30,0.000670,-0.000446,0.000805,0.000006,-0.000034,0.000034,0.000446,0.000670,-0.101310,1.746779,-66.469006,0.000000,32.326727,-14.700216
Phase_7,ULS2 max propped [Phase_7],0.000000,4.300000,5,30,0.000635,-0.000446,0.000776,0.000006,-0.000034,0.000034,0.000446,0.000635,-0.000000,0.129056,-65.965773,0.000000,12.643483,-19.380637
Phase_8,ULS overdig [Phase_8],0.000000,18.200000,5,1,-0.004816,-0.000638,0.004858,0.000047,-0.000141,0.000149,0.000638,-0.004816,0.000000,214.468557,1.717078,0.000000,0.000000,0.000000
Phase_8,ULS overdig [Phase_8],0.000000,18.075000,5,1,-0.004545,-0.000638,0.004590,0.000067,-0.000141,0.000156,0.000638,-0.004545,26.638715,211.824256,-1.540482,0.000000,-1.955933,-21.510286
Phase_8,ULS overdig [Phase_8],0.000000,17.950000,5,1,-0.004275,-0.000638,0.004322,0.000086,-0.000141,0.000165,0.000638,-0.004275,52.951329,209.076375,-4.762016,0.000000,-1.047053,-22.735676
Phase_8,ULS overdig [Phase_8],0.000000,17.825000,5,1,-0.004005,-0.000638,0.004055,0.000106,-0.000141,0.000176,0.000638,-0.004005,78.917326,206.266959,-8.003810,0.000000,-2.280142,-22.494933
Phase_8,ULS overdig [Phase_8],0.000000,17.700000,5,1,-0.003736,-0.000638,0.003790,0.000125,-0.000141,0.000189,0.000638,-0.003736,104.517679,203.438057,-11.322153,0.000000,-2.902726,-22.916882
